 .gitignore                                         |     1 -
 .../task/reduce/ShuffleSchedulerImpl.java          |     9 +-
 .../org/apache/hadoop/mapreduce/tools/CLI.java     |    30 +-
 .../apache/hadoop/mapreduce/util/ConfigUtil.java   |     6 +-
 .../hadoop/mapreduce/util/ResourceBundles.java     |     2 +-
 .../src/main/resources/mapred-default.xml          |   210 +-
 .../src/site/apt/DistributedCacheDeploy.apt.vm     |   118 +
 .../src/site/apt/EncryptedShuffle.apt.vm           |   320 +
 .../src/site/apt/HadoopStreaming.apt.vm            |   792 +
 .../src/site/apt/MapReduceTutorial.apt.vm          |  1605 +
 .../MapReduce_Compatibility_Hadoop1_Hadoop2.apt.vm |   114 +
 .../src/site/apt/MapredAppMasterRest.apt.vm        |  2709 ++
 .../src/site/apt/MapredCommands.apt.vm             |   224 +
 .../apt/PluggableShuffleAndPluggableSort.apt.vm    |    98 +
 .../src/site/markdown/DistCp.md.vm                 |     0
 .../src/site/markdown/DistributedCacheDeploy.md.vm |   119 -
 .../src/site/markdown/EncryptedShuffle.md          |   255 -
 .../src/site/markdown/HadoopArchives.md.vm         |     0
 .../src/site/markdown/MapReduceTutorial.md         |  1156 -
 .../MapReduce_Compatibility_Hadoop1_Hadoop2.md     |    69 -
 .../src/site/markdown/MapredAppMasterRest.md       |  2397 -
 .../src/site/markdown/MapredCommands.md            |   151 -
 .../markdown/PluggableShuffleAndPluggableSort.md   |    73 -
 .../hadoop/mapred/TestFileOutputCommitter.java     |   134 +-
 .../apache/hadoop/mapred/TestLineRecordReader.java |    58 -
 .../hadoop/mapreduce/lib/db/TestDbClasses.java     |     8 +-
 .../mapreduce/lib/input/TestLineRecordReader.java  |    38 -
 .../lib/output/TestFileOutputCommitter.java        |   244 +-
 .../hadoop/mapreduce/task/reduce/TestFetcher.java  |   105 +-
 .../hadoop/mapreduce/task/reduce/TestMerger.java   |     2 -
 .../task/reduce/TestShuffleScheduler.java          |    68 +-
 .../org/apache/hadoop/mapreduce/tools/TestCLI.java |    45 -
 .../hadoop-mapreduce-client-hs-plugins/pom.xml     |     4 +-
 .../hadoop-mapreduce-client-hs/pom.xml             |    38 +-
 .../hadoop/mapreduce/v2/hs/CompletedJob.java       |    22 +-
 .../apache/hadoop/mapreduce/v2/hs/HSProxies.java   |     4 +-
 .../mapreduce/v2/hs/HistoryClientService.java      |    22 +-
 .../hadoop/mapreduce/v2/hs/HistoryFileManager.java |    10 +-
 .../hs/HistoryServerLeveldbStateStoreService.java  |   379 -
 .../hadoop/mapreduce/v2/hs/JobHistoryServer.java   |     2 -
 .../hadoop/mapreduce/v2/hs/client/HSAdmin.java     |    18 +-
 .../hadoop/mapreduce/v2/hs/package-info.java       |     2 +
 .../mapreduce/v2/hs/protocol}/HSAdminProtocol.java |     6 +-
 .../v2/hs/protocol}/HSAdminRefreshProtocol.java    |     6 +-
 ...AdminRefreshProtocolClientSideTranslatorPB.java |     3 +-
 .../hs/protocolPB}/HSAdminRefreshProtocolPB.java   |     4 +-
 ...AdminRefreshProtocolServerSideTranslatorPB.java |     3 +-
 .../mapreduce/v2/hs/server/HSAdminServer.java      |    14 +-
 .../hadoop/mapreduce/v2/hs/webapp/HsNavBlock.java  |     2 +-
 .../src/main/proto/HSAdminRefreshProtocol.proto    |     0
 .../src/site/apt/HistoryServerRest.apt.vm          |  2672 ++
 .../src/site/markdown/HistoryServerRest.md         |  2361 -
 .../src/site/resources/css/site.css                |    30 -
 .../TestHistoryServerLeveldbStateStoreService.java |   207 -
 .../mapreduce/v2/hs/TestJobHistoryEntities.java    |    30 +-
 .../mapreduce/v2/hs/TestJobHistoryServer.java      |    19 -
 .../mapreduce/v2/hs/server/TestHSAdminServer.java  |    20 -
 .../test/resources/job_1329348432655_0001_conf.xml |     3 +
 ...85433-2-0-SUCCEEDED-default-1416424779349.jhist |    29 -
 .../hadoop-mapreduce-client-jobclient/pom.xml      |    10 +-
 .../hadoop/mapred/ClientServiceDelegate.java       |     6 -
 .../apache/hadoop/mapred/ResourceMgrDelegate.java  |    12 -
 .../java/org/apache/hadoop/mapred/YARNRunner.java  |    14 +-
 .../org/apache/hadoop/RandomTextWriterJob.java     |     2 +-
 .../test/java/org/apache/hadoop/fs/TestDFSIO.java  |   103 +-
 .../java/org/apache/hadoop/fs/TestFileSystem.java  |     4 +-
 .../hadoop/fs/loadGenerator/LoadGeneratorMR.java   |   483 -
 .../org/apache/hadoop/fs/slive/ArgumentParser.java |     2 -
 .../apache/hadoop/fs/slive/ConfigExtractor.java    |    59 -
 .../org/apache/hadoop/fs/slive/ConfigMerger.java   |    35 -
 .../org/apache/hadoop/fs/slive/ConfigOption.java   |     9 -
 .../java/org/apache/hadoop/fs/slive/Constants.java |    10 +-
 .../org/apache/hadoop/fs/slive/OperationData.java  |     3 +-
 .../apache/hadoop/fs/slive/OperationFactory.java   |     3 -
 .../apache/hadoop/fs/slive/OperationOutput.java    |     4 +-
 .../java/org/apache/hadoop/fs/slive/SliveTest.java |     3 +-
 .../java/org/apache/hadoop/fs/slive/TestSlive.java |    27 -
 .../org/apache/hadoop/fs/slive/TruncateOp.java     |   114 -
 .../test/java/org/apache/hadoop/hdfs/NNBench.java  |     4 +-
 .../test/java/org/apache/hadoop/io/FileBench.java  |    17 +-
 .../apache/hadoop/mapred/TestClientRedirect.java   |     8 -
 .../hadoop/mapred/TestClientServiceDelegate.java   |    44 -
 .../hadoop/mapred/TestMRTimelineEventHandling.java |    12 +-
 .../java/org/apache/hadoop/mapred/TestMapRed.java  |     3 +-
 .../apache/hadoop/mapred/TestMiniMRChildTask.java  |    35 +-
 .../hadoop/mapred/TestMiniMRClientCluster.java     |     2 +-
 .../org/apache/hadoop/mapred/TestYARNRunner.java   |    26 -
 .../org/apache/hadoop/mapreduce/LargeSorter.java   |     3 +-
 .../apache/hadoop/mapreduce/RandomTextWriter.java  |     6 +-
 .../org/apache/hadoop/mapreduce/RandomWriter.java  |     7 +-
 .../mapreduce/TestClientProtocolProviderImpls.java |    71 +-
 .../org/apache/hadoop/mapreduce/TestLargeSort.java |     1 -
 .../org/apache/hadoop/mapreduce/TestMapReduce.java |    12 +-
 .../lib/input/TestCombineFileInputFormat.java      |    36 +-
 .../org/apache/hadoop/mapreduce/v2/TestMRJobs.java |     2 +-
 .../org/apache/hadoop/test/MapredTestDriver.java   |    12 -
 .../src/test/java/testjar/UserNamePermission.java  |     2 +-
 .../hadoop-mapreduce-client-shuffle/pom.xml        |     4 +-
 .../org/apache/hadoop/mapred/ShuffleHandler.java   |     4 +-
 .../hadoop-mapreduce-client/pom.xml                |    22 +-
 .../hadoop-mapreduce-examples/pom.xml              |     4 +-
 .../hadoop/examples/BaileyBorweinPlouffe.java      |     2 +-
 .../apache/hadoop/examples/DBCountPageView.java    |     2 +-
 .../main/java/org/apache/hadoop/examples/Grep.java |     6 +-
 .../main/java/org/apache/hadoop/examples/Join.java |     2 +-
 .../apache/hadoop/examples/MultiFileWordCount.java |     4 +-
 .../apache/hadoop/examples/QuasiMonteCarlo.java    |     6 +-
 .../apache/hadoop/examples/RandomTextWriter.java   |     6 +-
 .../org/apache/hadoop/examples/RandomWriter.java   |     7 +-
 .../org/apache/hadoop/examples/SecondarySort.java  |     4 +-
 .../main/java/org/apache/hadoop/examples/Sort.java |     2 +-
 .../java/org/apache/hadoop/examples/WordCount.java |     2 +-
 .../java/org/apache/hadoop/examples/WordMean.java  |     3 +-
 .../org/apache/hadoop/examples/WordMedian.java     |     3 +-
 .../hadoop/examples/WordStandardDeviation.java     |     3 +-
 .../examples/dancing/DistributedPentomino.java     |     2 +-
 .../org/apache/hadoop/examples/pi/DistBbp.java     |     2 +-
 .../org/apache/hadoop/examples/pi/DistSum.java     |     3 +-
 .../java/org/apache/hadoop/examples/pi/Parser.java |     5 +-
 .../apache/hadoop/examples/pi/math/Bellard.java    |     9 +-
 .../apache/hadoop/examples/pi/math/Modular.java    |     2 +-
 .../apache/hadoop/examples/terasort/GenSort.java   |     2 +-
 .../apache/hadoop/examples/terasort/TeraGen.java   |     4 +
 .../hadoop/examples/terasort/TeraOutputFormat.java |    27 +-
 .../hadoop/examples/terasort/TestTeraSort.java     |    42 +-
 hadoop-mapreduce-project/pom.xml                   |    22 +-
 hadoop-maven-plugins/pom.xml                       |    23 +-
 .../hadoop/maven/plugin/protoc/ProtocMojo.java     |     7 +-
 .../org/apache/hadoop/maven/plugin/util/Exec.java  |    11 +-
 .../hadoop/maven/plugin/util/FileSetUtils.java     |     4 +-
 .../maven/plugin/versioninfo/VersionInfoMojo.java  |     7 +-
 hadoop-minicluster/pom.xml                         |     6 +-
 hadoop-project-dist/pom.xml                        |    28 +-
 hadoop-project/pom.xml                             |   165 +-
 hadoop-project/src/site/apt/index.apt.vm           |    73 +
 hadoop-project/src/site/markdown/index.md.vm       |    69 -
 hadoop-project/src/site/site.xml                   |    31 +-
 hadoop-tools/hadoop-ant/pom.xml                    |     4 +-
 .../main/java/org/apache/hadoop/ant/DfsTask.java   |     6 +-
 hadoop-tools/hadoop-archives/pom.xml               |     4 +-
 .../org/apache/hadoop/tools/HadoopArchives.java    |    33 +-
 .../src/site/resources/css/site.css                |    30 -
 .../apache/hadoop/tools/TestHadoopArchives.java    |    77 +-
 hadoop-tools/hadoop-aws/pom.xml                    |    13 +-
 .../apache/hadoop/fs/s3/Jets3tFileSystemStore.java |     2 +-
 .../org/apache/hadoop/fs/s3/S3Credentials.java     |     4 +-
 .../java/org/apache/hadoop/fs/s3/S3FileSystem.java |     4 +-
 .../hadoop/fs/s3a/BasicAWSCredentialsProvider.java |     8 +-
 .../java/org/apache/hadoop/fs/s3a/Constants.java   |    46 +-
 .../apache/hadoop/fs/s3a/S3AFastOutputStream.java  |   413 -
 .../org/apache/hadoop/fs/s3a/S3AFileStatus.java    |     5 +-
 .../org/apache/hadoop/fs/s3a/S3AFileSystem.java    |   377 +-
 .../org/apache/hadoop/fs/s3a/S3AInputStream.java   |    58 +-
 .../org/apache/hadoop/fs/s3a/S3AOutputStream.java  |    31 +-
 .../hadoop/fs/s3native/NativeS3FileSystem.java     |    24 +-
 .../src/site/markdown/tools/hadoop-aws/index.md    |   530 -
 .../fs/contract/s3a/TestS3AContractRename.java     |    13 +-
 .../hadoop/fs/s3/S3FileSystemContractBaseTest.java |    11 +-
 .../fs/s3a/S3AFileSystemContractBaseTest.java      |   327 +
 .../org/apache/hadoop/fs/s3a/S3ATestUtils.java     |    54 -
 .../org/apache/hadoop/fs/s3a/TestS3ABlocksize.java |    93 -
 .../apache/hadoop/fs/s3a/TestS3AConfiguration.java |   180 -
 .../hadoop/fs/s3a/TestS3AFastOutputStream.java     |    74 -
 .../hadoop/fs/s3a/TestS3AFileSystemContract.java   |   105 -
 .../hadoop/fs/s3a/scale/S3AScaleTestBase.java      |    89 -
 .../fs/s3a/scale/TestS3ADeleteManyFiles.java       |   131 -
 .../NativeS3FileSystemContractBaseTest.java        |    11 +-
 .../s3native/TestJets3tNativeFileSystemStore.java  |     3 -
 .../hadoop-aws/src/test/resources/contract/s3a.xml |     5 -
 .../hadoop-aws/src/test/resources/core-site.xml    |    51 -
 .../hadoop-aws/src/test/resources/log4j.properties |    18 -
 hadoop-tools/hadoop-azure/.gitignore               |     2 -
 .../hadoop-azure/dev-support/findbugs-exclude.xml  |    50 -
 hadoop-tools/hadoop-azure/pom.xml                  |   185 -
 .../hadoop-azure/src/config/checkstyle.xml         |   186 -
 .../apache/hadoop/fs/azure/AzureLinkedStack.java   |   217 -
 .../fs/azure/AzureNativeFileSystemStore.java       |  2627 --
 .../hadoop/fs/azure/BlobMaterialization.java       |    42 -
 .../org/apache/hadoop/fs/azure/FileMetadata.java   |   120 -
 .../org/apache/hadoop/fs/azure/KeyProvider.java    |    43 -
 .../hadoop/fs/azure/NativeAzureFileSystem.java     |  2428 -
 .../hadoop/fs/azure/NativeFileSystemStore.java     |   110 -
 .../hadoop/fs/azure/PageBlobFormatHelpers.java     |    58 -
 .../hadoop/fs/azure/PageBlobInputStream.java       |   455 -
 .../hadoop/fs/azure/PageBlobOutputStream.java      |   584 -
 .../org/apache/hadoop/fs/azure/PartialListing.java |    61 -
 .../apache/hadoop/fs/azure/SelfRenewingLease.java  |   203 -
 .../hadoop/fs/azure/SelfThrottlingIntercept.java   |   196 -
 .../hadoop/fs/azure/SendRequestIntercept.java      |   168 -
 .../fs/azure/ShellDecryptionKeyProvider.java       |    62 -
 .../apache/hadoop/fs/azure/SimpleKeyProvider.java  |    43 -
 .../apache/hadoop/fs/azure/StorageInterface.java   |   694 -
 .../hadoop/fs/azure/StorageInterfaceImpl.java      |   468 -
 .../hadoop/fs/azure/SyncableDataOutputStream.java  |    62 -
 .../main/java/org/apache/hadoop/fs/azure/Wasb.java |    47 -
 .../java/org/apache/hadoop/fs/azure/WasbFsck.java  |   196 -
 .../metrics/AzureFileSystemInstrumentation.java    |   394 -
 .../metrics/AzureFileSystemMetricsSystem.java      |    69 -
 .../fs/azure/metrics/BandwidthGaugeUpdater.java    |   289 -
 .../fs/azure/metrics/ErrorMetricUpdater.java       |    82 -
 .../metrics/ResponseReceivedMetricUpdater.java     |   146 -
 .../fs/azure/metrics/RollingWindowAverage.java     |   103 -
 .../apache/hadoop/fs/azure/metrics/package.html    |    28 -
 .../java/org/apache/hadoop/fs/azure/package.html   |    31 -
 .../services/org.apache.hadoop.fs.FileSystem       |    17 -
 .../hadoop-azure/src/site/markdown/index.md        |   243 -
 .../fs/azure/AzureBlobStorageTestAccount.java      |   876 -
 .../hadoop/fs/azure/InMemoryBlockBlobStore.java    |   192 -
 .../hadoop/fs/azure/MockStorageInterface.java      |   584 -
 .../fs/azure/NativeAzureFileSystemBaseTest.java    |  1517 -
 .../hadoop/fs/azure/RunningLiveWasbTests.txt       |    22 -
 .../fs/azure/TestAzureConcurrentOutOfBandIo.java   |   193 -
 .../azure/TestAzureFileSystemErrorConditions.java  |   240 -
 .../hadoop/fs/azure/TestBlobDataValidation.java    |   236 -
 .../apache/hadoop/fs/azure/TestBlobMetadata.java   |   272 -
 .../fs/azure/TestBlobTypeSpeedDifference.java      |   160 -
 .../hadoop/fs/azure/TestContainerChecks.java       |   175 -
 .../fs/azure/TestNativeAzureFSPageBlobLive.java    |    43 -
 .../TestNativeAzureFileSystemBlockLocations.java   |   139 -
 .../TestNativeAzureFileSystemConcurrency.java      |   187 -
 .../TestNativeAzureFileSystemContractEmulator.java |    50 -
 .../TestNativeAzureFileSystemContractLive.java     |    76 -
 .../TestNativeAzureFileSystemContractMocked.java   |    56 -
 .../TestNativeAzureFileSystemFileNameCheck.java    |   141 -
 .../fs/azure/TestNativeAzureFileSystemLive.java    |   107 -
 .../fs/azure/TestNativeAzureFileSystemMocked.java  |    63 -
 .../TestNativeAzureFileSystemOperationsMocked.java |    78 -
 .../TestNativeAzureFileSystemUploadLogic.java      |   186 -
 .../fs/azure/TestOutOfBandAzureBlobOperations.java |   174 -
 .../TestOutOfBandAzureBlobOperationsLive.java      |   203 -
 .../azure/TestReadAndSeekPageBlobAfterWrite.java   |   365 -
 .../fs/azure/TestShellDecryptionKeyProvider.java   |    82 -
 .../org/apache/hadoop/fs/azure/TestWasbFsck.java   |   134 -
 .../fs/azure/TestWasbUriAndConfiguration.java      |   395 -
 .../fs/azure/metrics/AzureMetricsTestUtil.java     |    83 -
 .../TestAzureFileSystemInstrumentation.java        |   573 -
 .../azure/metrics/TestBandwidthGaugeUpdater.java   |    78 -
 .../TestNativeAzureFileSystemMetricsSystem.java    |    88 -
 .../fs/azure/metrics/TestRollingWindowAverage.java |    42 -
 .../hadoop-azure/src/test/resources/azure-test.xml |    38 -
 .../hadoop-metrics2-azure-file-system.properties   |    18 -
 .../src/test/resources/log4j.properties            |    23 -
 hadoop-tools/hadoop-datajoin/pom.xml               |     4 +-
 hadoop-tools/hadoop-distcp/pom.xml                 |     4 +-
 .../java/org/apache/hadoop/tools/CopyListing.java  |    18 +-
 .../apache/hadoop/tools/CopyListingFileStatus.java |     8 +-
 .../java/org/apache/hadoop/tools/DiffInfo.java     |    90 -
 .../main/java/org/apache/hadoop/tools/DistCp.java  |    67 +-
 .../org/apache/hadoop/tools/DistCpConstants.java   |     3 -
 .../apache/hadoop/tools/DistCpOptionSwitch.java    |    14 +-
 .../org/apache/hadoop/tools/DistCpOptions.java     |    34 -
 .../java/org/apache/hadoop/tools/DistCpSync.java   |   211 -
 .../apache/hadoop/tools/FileBasedCopyListing.java  |     4 +-
 .../org/apache/hadoop/tools/OptionsParser.java     |    26 +-
 .../org/apache/hadoop/tools/SimpleCopyListing.java |     2 +-
 .../apache/hadoop/tools/mapred/CopyCommitter.java  |     4 +-
 .../org/apache/hadoop/tools/mapred/CopyMapper.java |     5 +-
 .../hadoop/tools/mapred/CopyOutputFormat.java      |     4 +-
 .../tools/mapred/RetriableFileCopyCommand.java     |     3 +-
 .../tools/mapred/UniformSizeInputFormat.java       |     4 +-
 .../tools/mapred/lib/DynamicInputFormat.java       |     4 +-
 .../tools/mapred/lib/DynamicRecordReader.java      |    12 +-
 .../org/apache/hadoop/tools/util/DistCpUtils.java  |    18 +-
 .../apache/hadoop/tools/util/RetriableCommand.java |     2 +-
 .../hadoop/tools/util/ThrottledInputStream.java    |    10 +-
 .../hadoop-distcp/src/site/resources/css/site.css  |    30 -
 .../org/apache/hadoop/tools/TestDistCpSync.java    |   387 -
 .../org/apache/hadoop/tools/TestOptionsParser.java |    75 +-
 hadoop-tools/hadoop-extras/pom.xml                 |     4 +-
 .../main/java/org/apache/hadoop/tools/DistCh.java  |    23 +-
 .../java/org/apache/hadoop/tools/DistCpV1.java     |   206 +-
 .../java/org/apache/hadoop/tools/DistTool.java     |     8 +-
 .../java/org/apache/hadoop/tools/Logalyzer.java    |    13 +-
 .../dev-support/findbugs-exclude.xml               |     7 -
 hadoop-tools/hadoop-gridmix/pom.xml                |     4 +-
 .../mapred/gridmix/CompressionEmulationUtil.java   |     8 +-
 .../mapred/gridmix/DistributedCacheEmulator.java   |    10 +-
 .../mapred/gridmix/GenerateDistCacheData.java      |     6 +-
 .../org/apache/hadoop/mapred/gridmix/Gridmix.java  |    36 +-
 .../apache/hadoop/mapred/gridmix/GridmixJob.java   |     6 +-
 .../mapred/gridmix/GridmixJobSubmissionPolicy.java |     3 +-
 .../hadoop/mapred/gridmix/PseudoLocalFs.java       |     2 +-
 .../apache/hadoop/mapred/gridmix/Statistics.java   |    26 +-
 .../resourceusage/ResourceUsageEmulatorPlugin.java |     2 +-
 .../hadoop-gridmix/src/site/markdown/GridMix.md.vm |   107 +-
 .../hadoop-gridmix/src/site/resources/css/site.css |    30 -
 .../gridmix/TestCompressionEmulationUtils.java     |     2 +-
 hadoop-tools/hadoop-openstack/pom.xml              |    21 +-
 .../hadoop/fs/swift/http/RestClientBindings.java   |     6 +-
 .../hadoop/fs/swift/http/SwiftRestClient.java      |     6 +-
 .../fs/swift/snative/SwiftNativeFileSystem.java    |     6 +-
 .../swift/snative/SwiftNativeFileSystemStore.java  |    13 +-
 .../hadoop/fs/swift/util/SwiftTestUtils.java       |     6 +-
 .../hadoop-openstack/src/site/apt/index.apt.vm     |   686 +
 .../hadoop-openstack/src/site/markdown/index.md    |   544 -
 .../src/site/resources/css/site.css                |    29 -
 .../swift/TestSwiftFileSystemExtendedContract.java |     4 +-
 hadoop-tools/hadoop-pipes/pom.xml                  |     4 +-
 hadoop-tools/hadoop-rumen/pom.xml                  |     4 +-
 .../hadoop/tools/rumen/Hadoop20JHParser.java       |     5 +
 .../hadoop/tools/rumen/HadoopLogsAnalyzer.java     |    35 +-
 .../apache/hadoop/tools/rumen/InputDemuxer.java    |     4 +-
 .../org/apache/hadoop/tools/rumen/JobBuilder.java  |     2 +-
 .../org/apache/hadoop/tools/rumen/LoggedTask.java  |     3 +-
 .../hadoop/tools/rumen/LoggedTaskAttempt.java      |     3 +-
 .../rumen/MapAttempt20LineHistoryEventEmitter.java |     2 +-
 .../hadoop/tools/rumen/ParsedConfigFile.java       |    11 +-
 .../hadoop/tools/rumen/RandomSeedGenerator.java    |     4 +-
 .../ReduceAttempt20LineHistoryEventEmitter.java    |     2 +-
 .../util/MapReduceJobPropertiesParser.java         |     5 +-
 .../apache/hadoop/tools/rumen/package-info.java    |     8 +-
 .../hadoop-rumen/src/site/markdown/Rumen.md.vm     |   135 +-
 .../hadoop-rumen/src/site/resources/css/site.css   |    30 -
 hadoop-tools/hadoop-sls/README                     |    24 +-
 hadoop-tools/hadoop-sls/pom.xml                    |     6 +-
 .../src/main/data/2jobs2min-rumen-jh.json          |     6 +
 .../hadoop/yarn/sls/nodemanager/NodeInfo.java      |     3 +-
 .../hadoop/yarn/sls/scheduler/RMNodeWrapper.java   |     3 +-
 .../sls/scheduler/ResourceSchedulerWrapper.java    |     6 -
 .../src/site/apt/SchedulerLoadSimulator.apt.vm     |   438 +
 .../src/site/markdown/SchedulerLoadSimulator.md    |   357 -
 hadoop-tools/hadoop-streaming/pom.xml              |     4 +-
 .../org/apache/hadoop/streaming/Environment.java   |     7 +-
 .../src/site/markdown/HadoopStreaming.md.vm        |   559 -
 .../src/site/resources/css/site.css                |    30 -
 hadoop-tools/hadoop-tools-dist/pom.xml             |    10 +-
 hadoop-tools/pom.xml                               |     5 +-
 hadoop-yarn-project/CHANGES.txt                    |   776 +-
 hadoop-yarn-project/hadoop-yarn/bin/yarn           |    69 +-
 hadoop-yarn-project/hadoop-yarn/bin/yarn.cmd       |    29 +-
 hadoop-yarn-project/hadoop-yarn/conf/yarn-env.cmd  |     2 +-
 .../hadoop-yarn/dev-support/findbugs-exclude.xml   |    71 -
 .../hadoop-yarn/hadoop-yarn-api/pom.xml            |    24 +-
 .../hadoop/yarn/api/ApplicationBaseProtocol.java   |   335 -
 .../hadoop/yarn/api/ApplicationClientProtocol.java |   311 +-
 .../yarn/api/ApplicationHistoryProtocol.java       |   303 +-
 .../apache/hadoop/yarn/api/ClientSCMProtocol.java  |    90 -
 .../hadoop/yarn/api/ClientSCMProtocolPB.java       |    28 -
 .../yarn/api/protocolrecords/AllocateRequest.java  |    25 +-
 .../yarn/api/protocolrecords/AllocateResponse.java |    68 +-
 .../FinishApplicationMasterRequest.java            |    25 +-
 .../FinishApplicationMasterResponse.java           |     7 +-
 .../protocolrecords/GetApplicationsRequest.java    |     1 +
 .../protocolrecords/GetClusterMetricsResponse.java |     4 +-
 .../GetContainerStatusesRequest.java               |     2 +
 .../GetContainerStatusesResponse.java              |     2 +
 .../protocolrecords/GetLabelsToNodesRequest.java   |    41 -
 .../protocolrecords/GetLabelsToNodesResponse.java  |    45 -
 .../api/protocolrecords/GetQueueInfoRequest.java   |     2 +-
 .../api/protocolrecords/GetQueueInfoResponse.java  |    11 +-
 .../protocolrecords/KillApplicationResponse.java   |     9 +-
 .../RegisterApplicationMasterRequest.java          |    33 +-
 .../RegisterApplicationMasterResponse.java         |    11 +-
 .../ReleaseSharedCacheResourceRequest.java         |    67 -
 .../ReleaseSharedCacheResourceResponse.java        |    37 -
 .../api/protocolrecords/StartContainerRequest.java |     9 +-
 .../UseSharedCacheResourceRequest.java             |    70 -
 .../UseSharedCacheResourceResponse.java            |    55 -
 .../yarn/api/records/ApplicationAttemptReport.java |    23 +-
 .../hadoop/yarn/api/records/ApplicationReport.java |    47 +-
 .../api/records/ApplicationSubmissionContext.java  |    51 +-
 .../apache/hadoop/yarn/api/records/Container.java  |    49 +-
 .../hadoop/yarn/api/records/ContainerId.java       |     5 -
 .../yarn/api/records/ContainerLaunchContext.java   |    35 +-
 .../hadoop/yarn/api/records/ContainerReport.java   |    44 +-
 .../hadoop/yarn/api/records/ContainerStatus.java   |    21 +-
 .../hadoop/yarn/api/records/LocalResource.java     |    38 -
 .../hadoop/yarn/api/records/LocalResourceType.java |    32 +-
 .../yarn/api/records/LocalResourceVisibility.java  |    31 +-
 .../yarn/api/records/LogAggregationContext.java    |   106 +-
 .../apache/hadoop/yarn/api/records/NodeReport.java |    25 +-
 .../hadoop/yarn/api/records/PreemptionMessage.java |    32 +-
 .../apache/hadoop/yarn/api/records/QueueACL.java   |    13 +-
 .../apache/hadoop/yarn/api/records/QueueInfo.java  |    25 +-
 .../apache/hadoop/yarn/api/records/QueueState.java |    15 +-
 .../yarn/api/records/ReservationRequest.java       |    17 +-
 .../api/records/ReservationRequestInterpreter.java |    38 +-
 .../hadoop/yarn/api/records/ResourceRequest.java   |    70 +-
 .../apache/hadoop/yarn/conf/YarnConfiguration.java |   300 +-
 .../hadoop/yarn/server/api/SCMAdminProtocol.java   |    53 -
 .../hadoop/yarn/server/api/SCMAdminProtocolPB.java |    31 -
 .../RunSharedCacheCleanerTaskRequest.java          |    37 -
 .../RunSharedCacheCleanerTaskResponse.java         |    58 -
 .../protocolrecords/UpdateNodeResourceRequest.java |     4 +-
 .../main/proto/applicationclient_protocol.proto    |     1 -
 .../src/main/proto/client_SCM_protocol.proto       |    30 -
 .../src/main/proto/server/SCM_Admin_protocol.proto |    29 -
 .../src/main/proto/yarn_protos.proto               |     9 -
 .../src/main/proto/yarn_service_protos.proto       |    40 -
 .../pom.xml                                        |    22 +-
 .../distributedshell/ApplicationMaster.java        |    51 +-
 .../distributedshell/TestDistributedShell.java     |     5 +-
 .../pom.xml                                        |    22 +-
 .../unmanagedamlauncher/UnmanagedAMLauncher.java   |     9 +-
 .../hadoop-yarn/hadoop-yarn-applications/pom.xml   |     4 +-
 .../hadoop-yarn/hadoop-yarn-client/pom.xml         |    22 +-
 .../org/apache/hadoop/yarn/client/SCMAdmin.java    |   183 -
 .../apache/hadoop/yarn/client/api/AHSClient.java   |    24 +-
 .../apache/hadoop/yarn/client/api/AMRMClient.java  |     7 +-
 .../apache/hadoop/yarn/client/api/NMClient.java    |     4 +-
 .../hadoop/yarn/client/api/NMTokenCache.java       |    58 +-
 .../hadoop/yarn/client/api/SharedCacheClient.java  |   108 -
 .../apache/hadoop/yarn/client/api/YarnClient.java  |    54 +-
 .../yarn/client/api/async/AMRMClientAsync.java     |    11 -
 .../client/api/async/impl/AMRMClientAsyncImpl.java |    13 -
 .../yarn/client/api/impl/AMRMClientImpl.java       |    50 +-
 .../client/api/impl/SharedCacheClientImpl.java     |   166 -
 .../yarn/client/api/impl/YarnClientImpl.java       |   139 +-
 .../hadoop/yarn/client/cli/ApplicationCLI.java     |   127 +-
 .../apache/hadoop/yarn/client/cli/ClusterCLI.java  |   157 -
 .../org/apache/hadoop/yarn/client/cli/LogsCLI.java |    11 +-
 .../org/apache/hadoop/yarn/client/cli/NodeCLI.java |    15 +-
 .../apache/hadoop/yarn/client/cli/QueueCLI.java    |     5 +-
 .../apache/hadoop/yarn/client/cli/RMAdminCLI.java  |   114 +-
 .../hadoop/yarn/client/ProtocolHATestBase.java     |     6 +-
 .../hadoop/yarn/client/api/impl/TestAHSClient.java |     6 +-
 .../yarn/client/api/impl/TestAMRMClient.java       |    72 +-
 .../hadoop/yarn/client/api/impl/TestNMClient.java  |    10 +-
 .../client/api/impl/TestSharedCacheClientImpl.java |   170 -
 .../yarn/client/api/impl/TestYarnClient.java       |   297 +-
 .../hadoop/yarn/client/cli/TestClusterCLI.java     |   158 -
 .../apache/hadoop/yarn/client/cli/TestLogsCLI.java |     1 -
 .../hadoop/yarn/client/cli/TestRMAdminCLI.java     |   134 +-
 .../apache/hadoop/yarn/client/cli/TestYarnCLI.java |   148 +-
 .../hadoop-yarn/hadoop-yarn-common/pom.xml         |    28 +-
 .../apache/hadoop/yarn/ContainerLogAppender.java   |    18 +-
 .../hadoop/yarn/ContainerRollingLogAppender.java   |    11 +-
 .../ApplicationClientProtocolPBClientImpl.java     |    19 -
 .../pb/client/ClientSCMProtocolPBClientImpl.java   |    93 -
