File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors,CatchAndDoNothing_AntiPattern,CatchAndReturnNull_AntiPattern,CatchQuantity,CatchRecoverability_AntiPattern,CatchSizeLOC,CatchSizeSLOC,DummyCatch_AntiPattern,IncompleteImplementation_AntiPattern,LogAndThrow_AntiPattern,OverCatch_AntiPattern,ThrowKitchenSink_AntiPattern
TestSwiftFileSystemPartitionedUploads.java,1,1,1,1,24,1,18,3,1,0,4,15,15,15,1,15,0,5,1,9,442,50,314,136,236,78,196,225,117,108,3,3,3,1,2,0.25,23,23,23,15,0,1,0,0,1,14,0,1,1,1,1,10,0,0,4,1741
TestSwiftFileSystemRename.java,1,1,1,1,14,0,11,2,1,0,0,14,14,14,0,14,0,0,0,14,275,34,191,84,131,50,132,152,70,82,3,3,3,1,1,0.26,19,19,19,14,0,2,0,0,1,14,0,1,0,0,1,10,0,0,4,1739
TestSymLink.java,3,3,3,1,41,4,36,1,1,1,0,2,2,1,9,2,0,0,0,2,142,15,104,46,69,23,63,74,45,29,6,6,6,1,2,0.22,7,7,7,2,0,1,1,0,8,14,0,0,0,0,0,12,0,0,11,1822
TestV2LsOperations.java,1,1,1,1,14,0,10,3,1,1,0,6,6,5,1,6,0,1,0,5,129,12,78,37,43,39,41,52,30,22,3,3,3,1,2,0.5,9,9,9,6,0,2,0,0,1,14,0,0,0,0,0,10,0,0,4,1742
TwoDArrayWritable.java,2,2,2,1,7,0,7,0,1,0,0,7,7,7,2,7,0,0,0,7,98,13,65,23,32,24,45,62,27,35,6,6,6,1,3,0.37,17,17,17,7,0,1,0,0,6,14,0,2,0,2,0,33,0,1,42,614
WritableName.java,1,1,1,1,6,0,5,1,1,4,2,5,5,1,0,5,0,1,0,4,83,11,47,23,22,27,24,33,17,16,3,3,3,3,1,0.57,8,8,8,7,0,1,0,0,6,14,0,1,0,3,0,33,0,1,44,630
AzureMetricsTestUtil.java,1,1,1,1,6,0,3,2,1,7,0,7,7,0,0,7,0,0,0,7,83,11,37,22,7,35,16,24,17,7,1,1,1,1,0,0.95,7,7,7,7,83,2,0,0,1,15,0,0,0,0,0,11,0,0,25,199
BoundedRangeFileInputStream.java,1,1,1,1,8,0,6,1,1,0,0,10,10,10,5,10,0,0,0,10,141,18,84,35,39,39,41,60,25,35,4,4,4,3,1,0.46,17,17,18,12,0,1,1,0,5,15,0,0,0,0,0,35,0,1,46,639
BuiltInGzipDecompressor.java,3,3,3,1,17,1,12,4,2,0,7,23,21,23,24,23,0,10,0,13,578,55,333,88,212,210,163,231,68,163,24,24,25,12,4,0.63,70,70,75,41,0,1,2,1,8,15,0,1,0,1,0,34,0,1,45,632
BuiltInZlibDeflater.java,1,1,1,1,7,0,6,1,1,0,1,5,5,5,0,5,0,0,0,5,84,11,43,19,17,30,20,29,15,14,4,4,4,1,1,0.7,8,8,8,5,0,1,1,0,8,15,0,1,1,2,0,34,0,1,45,632
BuiltInZlibInflater.java,1,1,1,1,4,0,4,0,1,0,0,3,3,3,0,3,0,0,0,3,51,7,22,11,6,22,9,14,9,5,2,2,2,1,1,1,4,4,4,3,0,1,0,0,5,15,0,1,0,1,0,34,0,1,45,632
ByteArray.java,1,1,1,1,6,0,3.5,2.5,1,0,0,5,5,5,2.5,5,0,0,0,5,75.5,8,32.5,16,9.5,35.5,13.5,21,12,9,2,2,2,1,1,1.05,6.5,6.5,6.5,5,0,1,1,0,9,15,0,0,0,0,0,34,0,1,45,632
Chunk.java,1,1,1,1,9,0,6,2,4,0,0,31,31,31,10,31,0,6,0,25,429,42,238,75,113,150,97,160,55,105,5,5,5,5,3,0.63,56,56,56,35,0,1,0,0,4,15,0,0,0,0,0,35,0,1,46,639
CompareUtils.java,1,1,1,1,3,0,3,0,6,0,0,9,10,10,2,10,1,1,0,8,99,14,58,32,12,27,19,36,24,12,3,3,3,3,1,0.47,11,11,11,11,0,1,1,0,6,15,0,0,0,0,0,35,0,1,46,639
MetaBlockAlreadyExists.java,1,1,1,1,9,0,3,6,1,0,0,1,1,1,0,1,1,0,0,0,41,4,12,9,1,25,5,7,6,1,1,1,1,1,0,2.08,1,1,1,1,0,1,0,0,5,15,0,0,0,0,0,35,0,1,46,639
MetaBlockDoesNotExist.java,1,1,1,1,9,0,3,6,1,0,0,1,1,1,0,1,1,0,0,0,41,4,12,9,1,25,5,7,6,1,1,1,1,1,0,2.08,1,1,1,1,0,1,0,0,5,15,0,0,0,0,0,35,0,1,46,639
RawComparable.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,61,6,13,12,0,42,9,10,10,0,0,0,0,0,0,3.23,0,0,0,0,0,1,0,0,5,15,0,0,0,0,0,35,0,1,46,639
TestAuthToken.java,4,4,4,1,24,0,22,2,1,0,0,4,4,4,0,4,0,0,0,4,127,9,98,24,73,22,56,68,20,48,13,13,13,1,1,0.22,18,18,18,4,127,1,0,0,1,15,0,14,6,7,7,5,0,1,17,54
TestAzureFileSystemInstrumentation.java,1,1,1,1,14,1,10,2,4,1,0,30,30,29,7,30,0,10,1,19,573,72,394,154,257,109,230,270,130,140,2,2,5,1,2,0.28,35,35,42,30,573,2,0,1,1,15,0,1,0,1,0,11,0,0,25,200
TestBandwidthGaugeUpdater.java,2,2,2,1,16,0,16,0,2,0,0,3,3,3,0,3,0,0,0,3,78,6,55,21,33,17,31,40,19,21,4,4,4,1,1,0.31,6,6,7,3,78,2,0,0,1,15,0,0,0,0,0,11,0,0,25,199
TestBlobDataValidation.java,1,1,1,1,12,0,9,2,3,2,0,13,13,11,2,13,0,5,0,8,236,25,160,70,83,51,86,111,62,49,6,6,6,1,2,0.32,23,23,25,13,236,3,0,1,3,15,0,1,0,4,0,11,0,0,25,195
TestBlobMetadata.java,1,1,1,1,12,0,9,1,2,4,0,16,16,12,5,16,0,3,0,13,272,30,194,87,119,48,106,124,64,60,1,1,1,1,0,0.25,16,16,16,16,272,2,0,0,1,15,0,0,0,0,0,11,0,0,25,197
TestDumpTypedBytes.java,4,4,4,1,53,3,50,1,1,0,0,1,1,1,0,1,0,0,0,1,94,10,67,35,43,18,48,55,33,22,4,4,4,1,3,0.27,4,4,4,1,0,1,0,0,5,15,0,1,0,0,0,12,0,0,12,1823
TestJaasConfiguration.java,2,2,2,1,28,1,27,0,1,0,0,1,1,1,0,1,0,0,0,1,55,4,35,14,22,16,24,27,12,15,2,2,2,1,1,0.46,2,2,2,1,0,1,0,0,1,15,0,0,0,0,0,5,0,1,17,54
TestKeyAuthorizationKeyProvider.java,1,1,1,1,29,1,27,0,8,1,1,11,11,10,0,11,0,1,0,10,271,20,230,77,166,24,124,144,70,74,3,3,3,1,1,0.1,19,19,19,11,0,2,1,0,1,15,0,8,0,3,2,3,0,0,31,1668
TestKeyOnlyTextOutputReader.java,1,1,1,1,5,0,5,0,2,0,0,4,4,4,2,4,0,0,0,4,68,9,42,25,15,17,27,33,22,11,1,1,1,1,0,0.4,4,4,4,4,0,2,0,0,2,15,0,0,0,0,0,12,0,0,12,1823
TestKMSWithZK.java,1,1,1,1,23,2,21,0,4,0,0,5,5,5,0,5,0,0,1,4,179,20,142,81,72,18,96,105,76,29,3,3,3,1,1,0.13,7,7,7,5,0,2,0,1,2,15,0,0,0,0,0,3,0,0,31,1672
TestNativeAzureFileSystemContractMocked.java,1,1,1,1,3,0,2,0,1,0,0,6,6,6,0,6,0,0,1,5,56,9,25,17,1,22,4,11,10,1,1,1,1,1,0,0.88,6,6,6,6,56,2,0,1,1,15,0,0,0,0,0,11,0,0,25,197
TestNativeAzureFileSystemLive.java,2,2,2,1,22,3,12,7,1,0,0,3,3,3,0,3,0,0,1,2,107,16,49,25,28,44,24,36,21,15,3,3,3,1,1,0.9,7,7,7,3,107,2,0,3,1,15,0,0,0,0,0,11,0,0,25,197
TestNativeAzureFileSystemMetricsSystem.java,1,1,1,1,11,0,10,1,1,1,1,4,4,3,0,4,0,1,0,3,88,11,52,20,30,27,37,42,16,26,1,1,1,1,0,0.52,4,4,4,4,88,2,0,0,2,15,0,0,0,0,0,11,0,0,25,199
TestNativeAzureFileSystemMocked.java,1,1,1,1,2,0,2,0,1,0,0,7,7,7,0,7,0,0,1,6,63,10,34,25,1,19,4,12,11,1,1,1,1,1,0,0.56,7,7,7,7,63,2,0,0,1,15,0,0,0,0,0,11,0,0,25,197
TestNativeAzureFileSystemUploadLogic.java,1,1,1,1,9,0,6,3,2,0,1,11,9,11,4,11,0,4,0,7,186,17,99,48,42,73,53,72,36,36,6,4,6,3,2,0.74,20,18,20,13,186,1,0,0,1,15,0,0,0,0,0,11,0,0,25,197
TestRollingWindowAverage.java,1,1,1,1,16,0,13,8,1,0,0,1,1,1,0,1,0,0,0,1,42,3,19,7,11,25,14,16,6,10,1,1,1,1,0,1.32,1,1,1,1,42,1,0,0,1,15,0,0,0,0,0,11,0,0,25,199
TestTypedBytesWritable.java,1,1,1,1,13,0,13,0,1,0,0,2,2,2,0,2,0,0,0,2,62,7,38,19,23,17,32,35,19,16,1,1,1,1,0,0.45,2,2,2,2,0,1,0,0,4,15,0,0,0,0,0,12,0,0,12,1823
TestWasbFsck.java,1,1,1,1,14,1,9,3,1,0,0,6,6,6,3,6,0,2,0,4,134,18,79,37,42,38,55,65,33,32,3,3,3,1,2,0.48,8,8,8,6,134,2,0,0,1,15,0,0,0,0,0,11,0,0,25,197
TestWasbUriAndConfiguration.java,1,1,1,1,14,1,10,2,1,2,3,21,21,19,3,21,0,6,0,15,395,53,273,127,177,74,165,198,104,94,4,4,4,1,2,0.27,30,30,30,21,395,3,0,1,3,15,0,5,1,3,0,11,0,0,25,194
TFile.java,1,1,1,1,13,0,7,5,13,7,14,140,138,133,52,140,29,8,3,100,2362,213,1153,360,620,1006,534,801,304,497,7,7,8,6,3,0.87,249,249,258,166,2,1,3,1,13,15,0,2,0,2,0,35,0,1,46,639
ZlibCompressor.java,1,1,1,1,8,0,6,1,4,9,4,30,33,30,30,39,7,9,1,22,449,67,259,97,131,126,130,172,67,105,6,6,7,6,3,0.49,47,47,56,35,0,1,1,1,13,15,0,1,0,0,1,34,0,1,45,632
ZlibDecompressor.java,1,1,1,1,8,0,6,1,3,9,3,29,36,29,18,38,4,10,1,23,396,58,262,91,136,77,136,183,67,116,4,4,6,4,2,0.29,44,44,53,32,0,1,0,1,10,15,0,1,0,0,1,34,0,1,45,632
ZlibFactory.java,1,1,1,1,7,0,4,3,1,11,2,11,11,0,0,11,0,0,0,11,152,18,74,31,30,60,27,41,25,16,2,2,2,1,0,0.81,16,16,17,11,0,1,1,0,8,15,0,0,0,0,0,34,0,1,45,632
AtMostOnce.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,3,13,12,0,25,7,8,8,0,0,0,0,0,0,1.92,0,0,0,0,0,1,0,0,1,16,0,0,0,0,0,37,0,1,47,646
AvroReflectSerializable.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,4,7,6,0,22,3,4,4,0,0,0,0,0,0,3.14,0,0,0,0,0,1,0,0,5,16,0,0,0,0,0,39,0,1,49,650
AvroReflectSerialization.java,1,1,2,1,5,0,5,0,1,0,1,5,5,5,1,5,0,1,0,4,97,12,56,32,16,29,22,33,21,12,3,3,4,1,2,0.52,9,9,11,5,0,1,0,0,13,16,0,1,0,1,0,39,0,1,49,650
AvroSerialization.java,1,1,1,1,3,0,3,0,3,0,1,10,13,13,6,13,2,0,0,11,138,25,84,57,15,29,41,54,40,14,1,1,1,1,0,0.35,10,10,10,10,0,1,0,0,13,16,0,0,0,0,0,39,0,1,49,650
AvroSpecificSerialization.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,0,4,0,0,0,4,68,8,39,26,7,21,14,20,14,6,2,2,2,1,1,0.54,5,5,5,4,0,1,0,0,12,16,0,1,0,1,0,39,0,1,49,650
BCFile.java,1,1,1,1,9,0,6,3,15,3,5,71,72,69,40,72,8,4,0,60,983,123,543,208,255,318,251,369,185,184,4,4,4,1,3,0.59,94,94,95,71,0,1,1,0,6,16,0,2,0,4,0,35,0,1,46,644
Compression.java,2,2,2,1,9,0,8,0,6,2,6,26,28,28,7,30,7,1,0,22,369,41,284,126,132,44,112,168,83,85,5,5,5,3,4,0.15,56,56,56,28,0,1,0,2,5,16,0,1,0,0,1,35,0,1,46,639
DefaultFailoverProxyProvider.java,1,1,1,1,3,0,3,0,1,0,0,5,5,5,2,5,0,0,0,5,60,10,28,17,5,22,11,17,12,5,1,1,1,1,0,0.79,5,5,5,5,0,1,0,0,6,16,0,0,0,0,0,37,0,1,47,646
Deserializer.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,64,6,12,11,0,46,8,9,9,0,0,0,0,0,0,3.83,0,0,0,0,0,1,0,0,7,16,0,0,0,0,0,38,0,1,48,648
DeserializerComparator.java,1,1,1,1,10,2,8,0,1,0,0,2,2,2,4,2,0,0,1,1,75,13,32,18,11,30,19,23,14,9,2,2,2,1,1,0.94,3,3,3,2,0,1,0,0,8,16,0,1,0,1,0,38,0,1,48,648
Errno.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,39,2,0,0,0,2,64,2,42,41,0,20,2,2,2,0,1,1,1,1,0,0.48,2,2,2,2,0,1,1,0,6,16,0,0,0,0,0,35,0,1,46,644
FailoverProxyProvider.java,1,1,1,1,4,0,4,0,2,0,0,1,4,4,2,4,0,0,0,4,74,6,17,12,2,51,10,13,11,2,1,1,1,1,0,3,1,1,1,1,0,1,0,0,7,16,0,0,0,0,0,37,0,1,47,646
Idempotent.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,2,12,12,0,21,7,8,8,0,0,0,0,0,0,1.75,0,0,0,0,0,1,0,0,3,16,0,0,0,0,0,37,0,1,47,646
JavaSerialization.java,1,1,1,1,4,0,3,0,5,0,0,11,11,11,2,11,0,0,2,9,117,19,72,40,17,27,22,37,25,12,2,2,2,1,1,0.38,12,12,12,11,0,1,0,0,9,16,0,1,0,1,0,38,0,1,48,649
JavaSerializationComparator.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,53,7,20,15,2,26,8,11,9,2,1,1,1,1,0,1.3,2,2,2,2,0,1,0,0,6,16,0,0,0,0,0,39,0,1,48,649
LossyRetryInvocationHandler.java,2,2,2,1,9,0,9,0,1,0,1,3,3,3,1,3,0,0,1,2,66,6,39,18,17,21,17,24,12,12,4,4,4,1,2,0.54,6,6,6,3,0,3,0,0,3,16,0,0,0,0,0,38,0,1,48,648
NativeIO.java,1,1,2,1,11,0,7,3,10,50,70,49,69,23,16,73,12,17,0,44,973,101,591,267,331,299,285,381,215,166,6,6,7,4,3,0.51,92,92,99,54,52,1,3,4,27,16,0,12,4,15,12,37,0,1,47,646
NativeIOException.java,1,1,1,1,4,0,4,0,1,0,1,5,5,5,2,5,0,0,0,5,69,11,31,13,13,27,16,23,12,11,2,2,2,1,1,0.87,6,6,6,5,0,1,0,0,5,16,0,0,0,0,0,37,0,1,47,646
RetryInvocationHandler.java,3,3,3,1,17,0,15,1,1,2,1,8,8,6,6,8,1,1,3,3,215,20,162,62,88,35,74,103,49,54,15,15,17,3,5,0.22,27,27,29,10,0,1,4,6,22,16,0,2,0,5,6,38,0,1,48,648
RetryPolicies.java,1,1,2,1,8,0,6,1,14,16,4,48,49,33,17,49,1,7,5,36,638,77,419,163,185,145,158,253,120,133,7,7,15,7,2,0.35,86,86,98,65,0,1,2,9,14,16,0,1,1,2,0,37,0,1,47,646
RetryPolicy.java,1,1,1,1,2,0,2,0,3,0,3,6,5,7,6,7,0,0,0,7,99,11,40,26,10,48,15,22,16,6,1,1,1,1,0,1.2,6,6,6,6,0,1,0,1,7,16,0,0,0,0,0,37,0,1,47,646
RetryProxy.java,1,1,1,1,18,0,8,10,1,4,0,4,4,0,0,4,0,0,0,4,106,5,37,14,18,64,7,12,8,4,1,1,1,1,0,1.73,4,4,4,4,0,1,0,0,6,16,0,0,0,0,0,37,0,1,47,646
RetryUtils.java,3,3,4,1,40,2,26,12,2,2,1,4,4,2,0,4,0,0,0,4,162,14,86,34,47,63,27,40,20,20,7,7,9,1,2,0.73,14,14,16,4,0,2,1,2,2,16,0,0,0,0,0,38,0,1,48,648
Serialization.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,49,6,10,9,0,33,6,7,7,0,0,0,0,0,0,3.3,0,0,0,0,0,1,0,0,7,16,0,0,0,0,0,38,0,1,48,649
SerializationFactory.java,2,2,2,1,9,0,8,1,1,0,1,5,5,5,1,5,0,1,0,4,105,12,64,30,27,29,28,42,26,16,3,3,3,3,2,0.45,11,11,11,7,2,1,1,1,11,16,0,1,0,1,0,39,0,1,48,649
Serializer.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,57,6,12,11,0,39,8,9,9,0,0,0,0,0,0,3.25,0,0,0,0,0,1,0,0,6,16,0,0,0,0,0,38,0,1,48,649
SharedFileDescriptorFactory.java,2,2,2,1,15,0,9,5,1,4,1,5,7,3,2,7,0,3,0,4,144,10,68,31,30,66,33,46,25,21,5,5,5,3,2,0.97,11,11,11,9,0,4,1,0,1,16,0,1,0,2,0,37,0,1,47,646
SimpleBufferedOutputStream.java,1,1,1,1,5,0,5,0,1,0,0,6,6,6,2,6,0,1,0,5,77,9,46,16,20,24,21,32,13,19,3,3,3,1,1,0.52,10,10,10,6,0,1,0,0,4,16,0,0,0,0,0,35,0,1,46,639
TestCopyMapper.java,2,2,2,1,22,1,19,0,13,14,9,47,47,33,0,47,0,19,0,28,1032,121,871,255,641,43,449,570,220,350,6,6,13,1,3,0.05,107,107,121,47,0,1,1,5,10,16,0,30,0,50,5,12,0,0,34,1479
TFileDumper.java,5,5,5,1,34,0,32,1,2,4,1,7,5,3,4,7,3,1,0,3,296,13,251,104,175,32,151,181,99,82,23,23,25,5,5,0.13,35,35,37,11,11,1,1,0,5,16,0,0,0,0,0,35,0,1,46,644
WritableSerialization.java,1,1,1,1,4,0,4,0,3,0,0,10,10,10,3,10,0,0,0,10,126,19,85,46,23,22,32,48,29,19,2,2,2,1,1,0.26,13,13,13,10,0,1,0,0,10,16,0,0,0,0,0,39,0,1,48,649
DistCpTestUtils.java,2,2,3,1,23,0,13,10,1,2,0,2,2,0,0,2,0,0,0,2,89,8,41,27,17,40,23,28,22,6,3,3,4,1,2,0.98,5,5,6,2,0,1,0,1,1,17,0,0,0,0,0,12,0,0,34,1484
TestCopyOutputFormat.java,3,3,3,1,22,2,20,0,1,0,1,4,4,4,0,4,0,0,0,4,135,17,101,35,70,17,62,75,30,45,7,7,7,1,2,0.17,13,13,13,4,0,1,0,0,1,17,0,9,4,11,0,12,0,0,34,1480
TestDistCpUtils.java,1,1,1,1,30,5,23,1,1,11,7,32,32,21,0,32,0,1,0,31,1092,224,804,240,680,64,689,733,214,519,6,6,7,4,3,0.08,42,42,43,35,0,4,0,4,4,17,0,1,0,1,0,14,0,0,34,1485
TestDynamicInputFormat.java,1,1,1,1,17,1,15,0,1,5,6,7,7,2,0,7,0,3,0,4,185,23,143,71,91,19,101,114,63,51,3,3,3,1,2,0.13,10,10,10,7,0,5,1,1,5,17,0,0,0,0,0,12,0,0,34,1484
TestKerberosName.java,1,1,1,1,8,0,8,0,1,0,0,8,8,8,0,8,0,3,0,5,115,14,82,28,48,23,43,54,21,33,2,2,2,1,1,0.28,10,10,10,8,0,1,0,3,8,17,0,2,1,0,2,5,0,1,17,54
TestRestClientBindings.java,1,1,1,1,7,0,5,1,1,2,7,15,15,13,2,15,0,2,0,13,198,26,132,71,59,44,73,94,58,36,3,3,3,1,2,0.33,19,19,19,15,0,1,0,0,1,17,0,3,0,0,2,10,0,0,4,1742
TestRetriableCommand.java,2,2,2,1,10,0,9,0,2,0,0,4,4,4,2,4,0,0,1,3,81,13,51,16,24,17,23,33,14,19,4,4,4,1,1,0.33,8,8,8,4,0,1,0,0,1,17,0,3,0,3,0,13,0,0,34,1484
TestThrottledInputStream.java,1,1,1,1,11,1,9,1,2,3,2,10,8,7,3,10,0,7,0,3,157,23,105,40,60,29,58,78,35,43,4,4,5,1,2,0.28,18,18,19,10,0,1,0,0,1,17,0,1,0,1,0,13,0,0,34,1484
TestUniformSizeInputFormat.java,1,1,2,1,16,1,14,0,1,4,6,7,7,3,0,7,0,3,0,4,187,25,142,82,84,20,96,113,74,39,4,4,6,4,3,0.14,13,13,15,10,0,4,2,0,4,17,0,0,0,0,0,12,0,0,34,1481
SwiftScaleTestBase.java,1,1,1,1,3,0,3,0,1,0,3,1,1,1,0,1,0,0,1,0,37,6,10,7,4,21,6,8,7,1,1,1,1,1,0,2.1,1,1,1,1,0,1,0,0,1,18,0,0,0,0,0,10,0,0,4,1742
TestSwiftRestClient.java,1,1,1,1,9,0,8,0,1,0,1,6,6,6,3,6,0,1,1,4,117,13,83,46,38,21,50,63,41,22,4,4,4,1,1,0.25,10,10,10,6,0,1,0,0,1,18,0,1,0,0,1,10,0,0,4,1742
TestWriteManySmallFiles.java,3,3,3,1,60,3,54,3,1,0,1,1,1,1,0,1,0,0,0,1,96,9,67,30,51,20,56,60,31,29,3,3,3,1,1,0.3,3,3,3,1,0,1,0,0,1,18,0,0,0,0,0,10,0,0,4,1742
ClientCache.java,2,2,2,1,13.5,0,9.5,4,1.5,0,0.5,4.5,4.5,4.5,2.5,4.5,0,0,1,3.5,108,10.5,63,27,28,34.5,32.5,44.5,24,20.5,5,5,5,1,2,0.585,10.5,10.5,10.5,4.5,0,1,1,2,16,20,0,0,0,0,0,48,0,1,60,662
DecayRpcSchedulerMXBean.java,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,4,0,0,0,30,2,7,6,0,21,5,6,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,48,0,1,60,662
IdentityProvider.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,38,3,6,5,0,29,3,4,4,0,0,0,0,0,0,4.83,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,48,0,1,60,662
ProtocolMetaInterface.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,42,4,9,8,0,29,5,6,6,0,0,0,0,0,0,3.22,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,48,0,1,59,662
ProtocolSignature.java,1,1,1,1,10,0,6,3,3,9,1,17,17,8,4,17,4,2,0,11,255,26,144,59,67,88,66,98,50,48,3,3,3,1,2,0.61,27,27,27,17,0,1,2,0,9,20,0,1,0,1,0,48,0,1,60,662
RetriableException.java,1,1,1,1,3,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,41,5,13,8,3,23,6,9,7,2,1,1,1,1,0,1.77,2,2,2,2,0,1,1,0,1,20,0,0,0,0,0,48,0,1,60,662
RpcClientUtil.java,2,2,3,1,14,0,11,2,2,7,3,10,10,3,3,10,1,5,0,4,213,17,147,65,79,51,73,103,56,47,6,6,6,4,3,0.35,27,27,30,19,21,3,0,1,3,20,0,1,0,1,0,48,0,1,60,662
RpcEngine.java,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,4,0,0,0,93,9,36,35,0,48,16,17,17,0,0,0,0,0,0,1.33,0,0,0,0,0,1,1,0,15,20,0,0,0,0,0,48,0,1,60,662
RpcMultiplexer.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,32,2,4,3,0,26,2,3,3,0,0,0,0,0,0,6.5,0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,48,0,1,60,662
Server.java,2,2,2,1,16.5,0,11,5,8,9,8.5,90,88.5,81.5,55.5,90.5,15.5,28,5,42,1789.5,148.5,1233.5,373.5,755,436.5,594.5,836.5,318,518.5,15.5,15.5,17,5.5,5,0.525,235.5,234.5,251,114.5,48,1,26,15,139,20,0,36,3,57,31,48,0,1,59,662
VersionedProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,53,5,9,8,0,39,4,5,5,0,0,0,0,0,0,4.33,0,0,0,0,0,1,1,0,6,20,0,0,0,0,0,48,0,1,60,662
CallQueueManager.java,2,2,2,1,12,1,8,2,1,1,1,9,9,8,2,9,1,3,0,5,163,25,90,38,49,48,41,57,29,28,7,7,7,7,1,0.53,18,18,19,15,0,2,0,4,2,21,0,7,0,4,0,48,0,1,61,663
ClientId.java,1,1,2,1,9,0,8,1,1,5,2,5,5,0,0,5,0,0,0,5,90,11,50,22,28,29,33,43,23,20,2,2,3,1,1,0.58,9,9,11,5,0,2,0,0,2,21,0,0,0,0,0,49,0,1,61,665
FairCallQueue.java,2,2,2,1,12,0,8,2,2,2,4,26,26,24,8,26,0,4,0,22,449,64,276,118,146,112,146,203,104,99,6,6,6,5,4,0.41,52,52,52,38,0,1,0,3,1,21,0,1,0,2,1,49,0,1,61,665
GenericRefreshProtocol.java,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,49,4,18,17,1,27,10,11,11,0,0,0,0,0,0,1.5,0,0,0,0,0,1,0,0,1,21,0,0,0,0,0,49,0,1,61,665
ProtobufHelper.java,2,2,2,1,8,0,4,4,1,1,0,2,2,1,0,2,0,1,0,1,49,5,16,9,4,28,7,11,8,3,3,3,3,1,1,1.75,4,4,4,2,0,2,0,0,1,21,0,0,0,0,0,49,0,1,61,665
ProtocolMetaInfoPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,2,8,7,0,24,2,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,21,0,0,0,0,0,48,0,1,61,663
ProtocolTranslator.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,35,4,6,5,0,25,3,4,4,0,0,0,0,0,0,4.17,0,0,0,0,0,1,0,0,1,21,0,0,0,0,0,49,0,1,61,665
RefreshCallQueueProtocol.java,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,48,5,16,15,1,27,9,10,10,0,0,0,0,0,0,1.69,0,0,0,0,0,1,0,0,1,21,0,0,0,0,0,49,0,1,61,665
RefreshRegistry.java,1,1,1,1,11,1,7,3,2,1,2,7,7,6,1,7,0,1,0,6,134,21,67,29,30,46,31,46,26,20,5,5,5,1,3,0.69,12,12,12,7,0,1,0,0,1,21,0,1,0,1,0,48,0,1,61,663
RPC.java,1,1,1,1,12,0,7,4,9,25,6,60,59,36,26,61,12,2,1,46,973,82,562,249,255,339,218,324,159,165,8,8,8,5,3,0.6,102,102,105,75,9,1,3,2,43,21,0,9,1,14,0,49,0,1,61,665
RpcClientException.java,1,1,1,1,10,0,3,7,1,0,1,2,2,2,0,2,2,0,0,0,47,3,10,5,3,34,4,7,5,2,1,1,1,1,0,3.4,2,2,2,2,0,1,0,0,4,21,0,0,0,0,0,49,0,1,61,665
