File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors
ClientId.java,1,1,2,1,9,0,8,1,1,5,2,5,5,0,0,5,0,0,0,5,90,11,50,22,28,29,33,43,23,20,2,2,3,1,1,0.58,9,9,11,5,0,2,0,0,2
ClientMmap.java,1,1,1,1,7,0,6,1,1,0,1,3,3,3,3,3,1,0,0,2,75,10,32,17,10,33,17,23,14,9,3,3,3,1,2,1.03,5,5,5,3,0,1,0,0,5
ClientNamenodeProtocolPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,3,20,19,0,23,10,11,11,0,0,0,0,0,0,1.15,0,0,0,0,0,3,1,0,3
ClientNamenodeProtocolServerSideTranslatorPB.java,2,2,2,1,11,0,11,0,1,0,36,84,84,84,1,84,0,0,0,84,1502,129,1343,670,612,30,537,725,394,331,5,5,7,3,2,0.02,198,198,200,96,0,4,3,1,6
ClientNamenodeProtocolTranslatorPB.java,2,2,2,1,11,0,11,0,3,0,8,95,95,95,3,95,1,0,0,94,1516,121,1373,671,678,22,488,693,383,310,5,5,5,3,3,0.02,210,210,211,103,56,5,8,6,47
ClientProtocol.java,0,0,0,0,0,0,0,0,1,0,1,0,56.5,56.5,3.5,56.5,0,0,0,56.5,911.5,62,212,211,4.5,637.5,96,97,97,0,0,0,0,0,0,2.9,0,0,0,0,71,1,9,12,63
ClientProtocolProvider.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,3,37,8,12,11,0,17,8,9,9,0,0,0,0,0,0,1.42,0,0,0,0,0,1,0,0,3
ClientProtocolService.java,1,1,1,1,13,2,11,0,1,0,1,8,8,8,7,8,1,1,3,3,192,33,137,69,63,23,70,84,52,32,3,3,3,1,1,0.17,13,13,13,8,192,2,0,0,2
ClientRMProxy.java,2,2,2,1,11,0,8,2,2,5,2,8,8,3,0,8,0,2,2,4,164,15,111,54,48,38,45,64,41,23,5,5,5,4,2,0.34,16,16,16,11,0,3,1,2,8
ClientRMSecurityInfo.java,1,1,1,1,8,0,7,0,3,0,0,7,7,7,0,7,0,0,0,7,83,11,55,19,26,17,21,31,20,11,2,2,2,1,0,0.31,9,9,9,7,0,1,1,0,7
ClientRMService.java,3,3,3,1,23,1,20,1,2,0,2,44,44,44,15,44,3,7,3,31,1297,105,1089,452,659,103,503,641,337,304,21,21,34,16,5,0.09,134,134,153,64,56,2,7,17,83
ClientSCMMetrics.java,1,1,1,1,3,0,2,1,1,2,2,9,9,7,4,9,1,1,0,7,90,13,47,32,15,30,30,40,29,11,1,1,1,1,0,0.64,9,9,9,9,90,2,0,0,2
ClientSCMProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,90,6,18,17,0,66,12,13,13,0,0,0,0,0,0,3.67,0,0,0,0,90,1,0,0,1
ClientSCMProtocolPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,3,8,7,0,17,3,4,4,0,0,0,0,0,0,2.13,0,0,0,0,28,1,0,0,1
ClientSCMProtocolPBClientImpl.java,1,1,1,1,9,0,9,0,1,0,0,4,4,4,1,4,0,0,0,4,93,10,66,40,20,17,35,43,30,13,2,2,2,1,1,0.26,7,7,7,4,93,1,0,0,1
ClientSCMProtocolPBServiceImpl.java,2,2,2,2,10,0,10,0,1,0,0,3,3,3,1,3,0,0,0,3,78,9,52,33,17,17,29,35,26,9,3,3,3,3,1,0.33,7,7,7,7,78,1,0,0,1
ClientService.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,30,6,7,6,0,17,5,6,6,0,0,0,0,0,0,2.43,0,0,0,0,0,1,1,0,2
ClientServiceDelegate.java,3,3,4,2,26,0,24,1,2,0,3,16,16,16,12,16,1,4,0,11,535,35,460,178,290,41,243,300,141,159,24,24,29,14,3,0.09,61,61,68,34,6,1,2,1,46
ClientTimelineSecurityInfo.java,1,1,1,1,8,0,7,0,3,0,0,7,7,7,0,7,0,0,0,7,83,11,55,19,26,17,21,31,20,11,2,2,2,1,0,0.31,9,9,9,7,0,1,0,0,1
ClientToAMTokenIdentifier.java,1,1,1,1,4,0,4,0,1,0,1,12,12,12,1,12,0,0,0,12,122,21,82,41,26,19,35,54,31,23,3,3,3,3,1,0.23,18,18,18,14,0,5,0,0,4
ClientToAMTokenIdentifierForTest.java,1,1,1,1,4,0,4,0,1,0,0,11,11,11,1,11,0,0,0,11,110,17,76,40,25,17,37,53,32,21,3,3,3,3,1,0.22,15,15,15,13,0,1,0,0,1
ClientToAMTokenSecretManager.java,2,2,2,1,8,0,8,0,1,0,1,4,4,4,1,4,0,0,0,4,84,10,48,20,18,26,17,28,13,15,4,4,4,4,3,0.54,8,8,8,7,0,6,0,0,6
ClientToAMTokenSecretManagerInRM.java,1,1,1,1,4,0,4,0,1,0,0,5,5,5,1,5,0,0,0,5,64,11,34,22,8,19,14,20,14,6,1,1,1,1,0,0.56,5,5,5,5,0,4,0,0,4
ClientToAMTokenSelector.java,4,4,5,4,16,0,16,0,1,0,1,1,1,1,0,1,0,0,0,1,54,7,30,15,12,17,14,20,12,8,4,4,5,4,2,0.57,4,4,5,4,0,1,0,0,1
CLITestCmd.java,1,1,1,1,3,0,3,0,1,0,0,5,5,5,2,5,0,0,0,5,56,7,29,14,9,20,11,18,10,8,2,2,2,1,1,0.69,6,6,6,5,0,1,0,0,5
CLITestCmdDFS.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,0,2,0,0,0,2,38,3,18,11,4,17,10,14,10,4,2,2,2,1,1,0.94,3,3,3,2,0,1,0,0,4
CLITestCmdMR.java,1,1,1,1,7,0,3,3,1,0,0,2,2,2,0,2,0,0,0,2,41,3,14,9,2,24,6,9,7,2,1,1,1,1,0,1.71,2,2,2,2,0,1,0,0,4
CLITestData.java,1,1,1,1,5,0,2,2,1,0,0,11,11,11,5,11,0,0,0,11,107,15,41,19,15,51,17,29,19,10,1,1,1,1,0,1.24,11,11,11,11,0,1,0,0,7
CLITestHelper.java,4,4,4,1,24,2,19,3,2,0,4,14,14,14,13,14,0,2,5,7,447,52,317,96,223,79,179,246,93,153,17,17,18,1,3,0.25,61,61,63,14,0,1,0,2,8
CLITestHelperDFS.java,2,2,2,1,8,0,8,0,2,0,0,2,2,2,0,2,0,0,1,1,47,4,26,10,10,17,7,14,7,7,4,4,4,1,2,0.65,5,5,5,2,0,1,0,0,4
Clock.java,0.5,0.5,0.5,0.5,1.5,0,1.5,0,1,0,0,0.5,1,1,0,1,1,0,0,0,30,3,7,5,0.5,20,3,4.5,4,0.5,0.5,0.5,0.5,0.5,0,2.915,0.5,0.5,0.5,0.5,0,1,0,0,8
Closeable.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,3,8,7,0,18,3,4,4,0,0,0,0,0,0,2.25,0,0,0,0,0,1,0,0,5
CloseableReferenceCount.java,1,1,1,1,10,0,5,5,1,0,1,7,7,7,1,7,0,0,0,7,125,11,46,19,21,68,20,33,19,14,4,4,4,3,2,1.48,12,12,12,9,0,1,0,0,1
Cluster.java,1,1,1,1,10,0,5,4,3,0,2,31,29,31,10,31,2,2,0,27,430,40,223,93,92,167,92,139,73,66,6,6,7,4,3,0.75,45,45,46,37,1,1,1,4,23
ClusterCLI.java,2,2,2,1,14,0,14,0,1,2,5,6,6,4,1,6,3,1,0,2,157,15,122,53,72,20,70,83,46,37,5,5,5,4,1,0.16,12,12,12,9,157,1,0,0,1
ClusterInfo.java,1,1,1,1,3,0,3,0,1,0,0,8.5,8.5,8.5,6,8.5,0,0,0,8.5,77.5,13,47.5,24.5,14,17.5,26.5,36,23,13,1,1,1,1,0,0.545,8.5,8.5,8.5,8.5,0,1,0,0,12
ClusterJspHelper.java,2,2,3,1,20,1,15,4,7,13,5,35,33,22,38,35,4,20,0,11,922,86,619,215,413,236,335,453,194,259,15,15,18,8,4,0.38,100,100,121,51,0,1,0,0,14
ClusterMapReduceTestCase.java,1,1,1,1,10,0,5,5,2,1,1,13,13,12,2,13,0,0,10,3,201,20,84,31,35,97,35,59,30,29,4,4,4,1,3,1.15,20,20,20,13,0,1,0,0,5
ClusterMetrics.java,1,1,1,1,6,0,4,1.5,1,1.5,2,19.5,19.5,18,10,19.5,0.5,0.5,0,18.5,210.5,26.5,117,51,46,67,62.5,85,43,42,2,2,2,1,1,0.545,21,21,21,19.5,6,1,2,0,13
ClusterMetricsInfo.java,1,1,1,1,4,0,4,0,1,0,0,25,25,25,23,25,0,0,0,25,191,39,135,62,50,18,80,106,60,46,1,1,1,1,0,0.13,25,25,25,25,3,4,2,2,9
ClusterStatus.java,1,1,1,1,11,0,5,5,2,0,1,35,35,35,15,35,10,0,0,25,536,48,241,97,108,247,123,172,78,94,5,5,5,1,2,1.02,44,44,44,35,4,1,0,1,9
ClusterStory.java,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,8,2,0,0,6,83,9,13,12,0,61,11,12,12,0,0,0,0,0,0,4.69,0,0,0,0,0,1,0,0,4
ClusterSummarizer.java,1,1,1,1,5,0,5,0,1,0,1,9,9,9,6,9,1,0,6,2,116,12,70,31,33,34,40,51,28,23,2,2,2,1,1,0.49,10,10,10,9,0,1,1,0,4
ClusterTopologyReader.java,1,1,1,1,11,0,6,4,1,0,0,4,4,4,1,4,0,1,0,3,81,7,34,17,14,40,14,21,13,8,2,2,2,1,2,1.18,5,5,5,4,0,1,0,0,4
CMgrCompletedAppsEvent.java,1,1,1,1,2,0,2,0,2,0,0,5,3,5,4,5,0,0,0,5,57,10,24,14,5,23,12,17,12,5,1,1,1,1,0,0.96,5,5,5,5,0,1,0,1,4
CMgrCompletedContainersEvent.java,1,1,1,1,2,0,2,0,2,0,0,5,3,5,5,5,0,0,0,5,63,12,24,14,5,27,10,15,10,5,1,1,1,1,0,1.13,5,5,5,5,0,1,1,1,5
CodeBuffer.java,1,1,1,1,6,0,6,0,1,1,2,8,8,7,4,8,6,1,0,1,105,14,68,26,32,23,36,52,24,28,7,7,7,1,3,0.34,15,15,15,8,0,1,0,0,10
CodecPool.java,2,2,2,1,12,0,9,3,2,12,5,13,13,1,0,13,0,5,0,8,247,24,147,52,72,76,62,95,41,54,4,4,4,3,2,0.52,30,30,30,17,54,1,2,0,12
CodeGenerator.java,1,1,1,1,3,0,3,0,1,2,1,2,3,1,0,3,3,0,0,0,53,8,24,15,6,21,11,14,9,5,1,1,1,1,0,0.88,2,2,2,2,0,1,0,0,7
Combinable.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,31,1,4,3,0,26,2,3,3,0,0,0,0,0,0,6.5,0,0,0,0,0,1,0,0,4
CombinedIPWhiteList.java,3,3,3,2,14,1,13,0,1,0,2,2,2,2,1,2,0,0,0,2,60,8,35,14,17,17,14,23,12,11,5,5,5,4,2,0.49,7,7,7,5,0,3,0,0,1
CombineFileInputFormat.java,2,2,2.5,1,18,1,11,5,2.5,1,1.5,16,17,16,6.5,17,3,2,6,6,481.5,51.5,293,116.5,158,142,152.5,207,95,112,13,13,16.5,7.5,3.5,0.665,49,49,56.5,23.5,4,1,4,1,19
CombineFileRecordReader.java,2,2,2,1,12,0.5,9,2,1,0,1,8,8,8,6.5,8,0,0,1,7,160.5,22.5,97,31,50.5,42.5,47,65.5,24.5,41,5.5,5.5,5.5,3,2,0.44,17.5,17.5,18.5,10,5,1,0,0,12
CombineFileRecordReaderWrapper.java,1,1,1,1,5,0,4,0,1,0,0,7.5,7.5,7.5,1.5,7.5,0,0.5,1,6,97,13,52,28,17,32,23.5,33.5,22,11.5,2.5,2.5,2.5,2.5,0.5,0.63,9,9,9,9,0,1,0,0,1
CombineFileSplit.java,1,1,1,1,5.5,0,4.5,0,1,0,0,11,11,11,3,11,0,0.5,0,10.5,130.5,15.5,83,32.5,35.5,32,46.5,67.5,33,34.5,3.5,3.5,3.5,1,1,0.49,18,18,18,11,0,1,0,0,7
CombineSequenceFileInputFormat.java,1,1,1,1,4.5,0,4.5,0,2,0,0,2,2,2,0,2,0,0,0,2,65,5,27,20,3,33,10.5,14.5,12.5,2,1,1,1,1,0,1.225,2,2,2,2,0,1,0,0,1
CombineTextInputFormat.java,1,1,1,1,4.5,0,4.5,0,2,0,0,2,2,2,0,2,0,0,0,2,66.5,5,28.5,21.5,3,33,12.5,16.5,14.5,2,1,1,1,1,0,1.16,2,2,2,2,0,1,0,0,1
Command.java,1,1,1,1,11,0,5,5,1,0,4,33,35,35,10,35,0,1,21,13,493,43,222,84,108,229,102,158,83,75,4,4,5,1,3,1.03,55,55,56,33,28,1,3,2,22
CommandExecutor.java,1,1,1,1,10,1,8,0,2,0,0,7,8,8,4,8,0,0,2,6,122,21,80,34,43,21,48,61,32,29,4,4,4,1,2,0.26,11,11,11,7,0,1,1,1,8
CommandFactory.java,1,1,1,1,11,0,5,5,1,0,0,8,8,8,2,8,0,0,0,8,142,16,63,28,27,64,30,47,26,21,4,4,4,1,2,1.02,14,14,14,8,1,1,1,0,7
CommandFormat.java,1,1,1,1,8,0,6,2,5,0,4,14,14,14,7,14,0,0,1,13,206,21,121,50,56,65,54,86,45,41,8,8,9,4,2,0.54,26,26,27,17,0,1,1,2,8
CommandUtils.java,2,2,2,1,7,0,7,0,1,1,0,1,1,0,0,1,1,0,0,0,28,1,10,4,4,17,6,9,5,4,2,2,2,1,1,1.7,2,2,2,1,0,1,0,0,4
CommandWithDestination.java,2,2,3,1,14,0,11,3,3,1,2,27,25,26,11,27,4,2,17,4,519,33,357,126,207,134,151,228,100,128,10,10,13,4,4,0.38,73,72,87,34,0,1,2,4,20
COMMIT3Request.java,1,1,1,1,4,0,4,0,1,1,0,5,5,4,2,5,0,0,0,5,59,8,31,16,12,20,18,24,15,9,1,1,1,1,0,0.65,5,5,5,5,0,2,0,0,2
COMMIT3Response.java,1,1,1,1,5,0,5,0,1,1,0,6,6,5,2,6,0,0,0,6,69,8,41,18,17,20,22,31,17,14,2,2,2,1,1,0.49,8,8,8,6,0,3,0,0,3
CommitterEvent.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,28,4,7,4,1,17,3,5,4,1,1,1,1,1,0,2.43,1,1,1,1,0,1,0,0,0
CommitterEventHandler.java,2,2,2,1,12,0,11,0,5,0,1,20,20,20,16,20,1,5,7,7,340,33,283,100,157,24,144,188,86,102,5,4,6,3,3,0.08,44,41,47,22,0,9,0,0,0
CommitterEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,4,2,0,0,0,2,26,2,7,6,0,17,1,2,2,0,1,1,1,1,0,2.43,2,2,2,2,0,1,0,0,0
CommitterJobAbortEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,3,4,0,0,0,4,50,8,25,13,7,17,14,19,12,7,1,1,1,1,0,0.68,4,4,4,4,0,1,0,0,0
CommitterJobCommitEvent.java,1,1,1,1,3,0,3,0,1,0,0,3,3,3,2,3,0,0,0,3,42,7,18,9,5,17,10,14,9,5,1,1,1,1,0,0.94,3,3,3,3,0,1,0,0,0
CommitterJobSetupEvent.java,1,1,1,1,3,0,3,0,1,0,0,3,3,3,2,3,0,0,0,3,42,7,18,9,5,17,10,14,9,5,1,1,1,1,0,0.94,3,3,3,3,0,1,0,0,0
CommitterTaskAbortEvent.java,1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,0,3,43,7,19,10,5,17,10,14,9,5,1,1,1,1,0,0.89,3,3,3,3,0,1,0,0,0
CommonConfigurationKeys.java,0,0,0,0,0,0,0,0,1,0,89,0,0,0,0,0,0,0,0,0,296,43,164,163,89,91,93,94,94,0,0,0,0,0,0,0.55,0,0,0,0,17,1,5,3,55
CommonConfigurationKeysPublic.java,0,0,0,0,0,0,0,0,1,0,118,0,0,0,0,0,0,0,0,0,365,23,189,188,118,156,120,121,121,0,0,0,0,0,0,0.83,0,0,0,0,7,1,2,4,32
CommonJobTest.java,2,2,2,1,29,3,24,1,3,1,6,10,10,9,4,10,0,2,5,3,385,48,302,123,209,37,186,216,106,110,8,7,8,4,3,0.12,26,25,26,13,0,2,1,0,2
CommonNodeLabelsManager.java,2,2,3,1,15,0,13,1,5,0,9,45,43,45,16,45,0,4,26,15,882,96,675,209,404,111,304,461,187,274,19,16,19,4,5,0.16,134,129,145,57,361,1,0,6,16
CommonStub.java,2,2,2,1,21,3,15,2,1,0,0,5,5,5,3,5,0,0,5,0,153,29,97,42,61,27,71,84,42,42,3,3,3,1,2,0.28,12,12,12,5,0,1,0,0,1
ComparableVersion.java,2,2,2,1,13,1,11,1,5,2,6,24,27,25,8,27,4,2,0,21,478,72,318,75,144,98,120,174,72,102,13,13,16,8,4,0.31,65,57,71,41,7,4,1,1,4
ComparatorBase.java,1,1,1,1,3,1,2,0,1,0,0,1,2,2,0,2,0,0,0,2,39,4,6,4,0,29,2,4,4,0,1,1,1,1,0,4.83,1,1,1,1,0,1,0,0,6
ComparatorData.java,1,1,1,1,5,0,2,2,1,0,0,11,11,11,5,11,0,0,0,11,106,15,40,18,15,51,16,28,18,10,1,1,1,1,0,1.27,11,11,11,11,0,1,0,0,6
CompareUtils.java,1,1,1,1,3,0,3,0,6,0,0,9,10,10,2,10,1,1,0,8,99,14,58,32,12,27,19,36,24,12,3,3,3,3,1,0.47,11,11,11,11,0,1,1,0,6
CompletedJob.java,2,2,2,1,10,0,10,0,2,1,1,32,32,31,14,32,0,4,1,27,471,47,388,156,201,39,183,254,123,131,8,8,11,5,4,0.1,66,66,71,38,2,2,1,3,32
CompletedTask.java,1,1,1,1,7,0,7,0,1,0,1,13,13,13,8,13,1,2,0,10,176,22,136,59,62,18,70,95,49,46,5,5,7,3,3,0.13,23,23,25,15,0,1,0,0,5
CompletedTaskAttempt.java,1,1,1,1,4,0,4,0,1,0,0,20,20,20,6,20,1,1,0,18,183,27,138,60,53,18,64,90,42,48,3,3,3,1,1,0.13,25,25,25,20,0,1,0,0,13
ComposableInputFormat.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.5,0,0,0.5,44.5,5.5,18,17,0,21,10.5,11.5,11.5,0,0,0,0,0,0,1.17,0,0,0,0,0,1,0,0,7
ComposableRecordReader.java,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,7,7,0,0,0,75.5,11,21.5,20.5,0,43,14,15,15,0,0,0,0,0,0,2.015,0,0,0,0,0,1,0,0,7
CompositeContext.java,2,2,2,1,8,0,7,0,2,1,4,14,14,13,3,14,1,1,2,10,200,21,159,67,66,20,56,101,53,48,4,4,6,1,3,0.13,33,33,35,14,2,1,0,0,7
CompositeGroupsMapping.java,2,2,2,1,11,0,7,2,1,0,4,8,8,8,3,8,0,3,0,5,166,23,95,54,42,48,51,70,46,24,5,5,6,4,3,0.51,16,16,18,11,0,1,0,1,1
CompositeInputFormat.java,1,1,1,1,11,0,7,4,1,4,1,10,10,6,1,10,0,2,1,7,190,17,96,44,42,78,48.5,68.5,36.5,32,4,4,4,1,3,0.815,16,16,16,10,0,1,2,0,8
CompositeInputSplit.java,2,2,2,1,9.5,0,6.5,3,1,0,0,10,10,10,3.5,10,0,0,0,10,159.5,15.5,92,38,41.5,53,47,73,40,33,5,5,6,1,3,0.58,21,21,23,10,0,1,0,0,7
CompositeRecordReader.java,2,2,2,1,11,0,7.5,3,4,0,0,32,34,34,13,34,0,0,8,26,480.5,42.5,297,90.5,143,149.5,137.5,215.5,82.5,133,11,11,15,5,3,0.5,72.5,72.5,81,44.5,0,1,2,0,8
CompositeService.java,2,2,2,1,10,0,7,2,2,0,2,11,11,11,2,11,0,1,6,4,187,21,103,36,50,63,44,74,36,38,6,6,9,1,3,0.61,23,23,26,11,0,1,2,1,11
CompressDecompressTester.java,2,2,2,1,12,0,11,0,10,3,3,31,31,30,20,33,5,12,0,16,525,65,431,138,276,29,201,271,111,160,9,9,9,5,4,0.07,72,72,76,51,0,1,0,0,1
CompressedSplitLineReader.java,2,2,2,1,11,0,8,2,1,0,0,4,4,4,4,4,0,0,1,3,168,11,53,29,19,104,24,33,19,14,3,3,4,1,2,1.96,8,8,10,4,0,1,0,1,1
CompressedWritable.java,1,1,1,1,8,0,8,0,1,0,0,4,6,6,1,6,0,0,3,3,93,11,55,33,20,27,32,40,26,14,3,3,3,1,2,0.49,7,7,7,4,0,1,0,0,6
Compression.java,2,2,2,1,9,0,8,0,6,2,6,26,28,28,7,30,7,1,0,22,369,41,284,126,132,44,112,168,83,85,5,5,5,3,4,0.15,56,56,56,28,0,1,0,2,5
CompressionCodec.java,2,2,2,1,25,0,16,9,2,2,0,2,11,9,0,11,11,0,0,0,171,16,59,35,20,96,28,36,24,12,2,2,2,1,1,1.63,4,4,4,2,0,1,1,0,7
CompressionCodecFactory.java,3,3,3,1,24,0,17,7,1,4,2,11,11,7,3,11,0,1,0,10,348,20,216,76,138,112,106,154,64,90,11,11,11,1,6,0.52,42,42,43,11,28,1,2,0,15
CompressionEmulationUtil.java,1,1,1,1,19,0,12,5,3,19,12,23,23,4,1,23,21,0,1,1,599,52,361,153,212,186,204,251,116,135,6,6,6,4,3,0.52,43,43,45,28,8,1,3,0,8
CompressionInputStream.java,1,1,1,1,9,0,5,4,1,0,0,6,8,8,3,8,1,0,1,6,125,14,51,26,15,60,22,32,19,13,2,2,3,1,1,1.18,9,9,11,6,0,1,1,0,8
CompressionOutputStream.java,1,1,1,1,5,0,4,1,1,0,0,4,7,7,2,7,1,0,1,5,91,13,34,20,8,44,17,23,15,8,2,2,2,1,1,1.29,5,5,5,4,0,1,1,0,7
Compressor.java,0,0,0,0,0,0,0,0,1,0,0,0,11,11,0,11,0,0,0,11,120,14,20,19,0,86,16,17,17,0,0,0,0,0,0,4.3,0,0,0,0,0,1,0,0,6
CompressorStream.java,2,2,2,1,7,0,6,0,1,0,0,9,9,9,4,9,0,0,2,7,122,17,82,29,36,23,33,54,22,32,5,5,5,3,2,0.28,19,19,20,11,0,1,0,0,7
ComputeFairShares.java,3,3,3,1,25,1,15,9,1,9,1,9,9,0,0,9,0,7,0,2,278,22,145,49,90,111,60,91,39,52,10,10,10,6,2,0.77,30,28,32,17,19,7,1,3,7
ConcatenatedInputFilesDemuxer.java,4,4,4,3,24,4,18,1,2,0,1,10,10,10,11,10,1,1,0,8,338,71,212,55,126,56,110,158,50,108,15,15,16,12,6,0.26,46,46,48,37,0,1,0,0,4
ConcatSourcesParam.java,1,1,1,1,5,0,4,1,1,1,3,5,5,4,0,5,0,1,0,4,65,10,31,14,14,24,16,24,14,10,3,3,4,1,1,0.77,7,7,8,5,0,3,0,0,3
ConfBlock.java,4,4,4,2,34,0,31,2,1,0,0,2,2,2,1,2,1,0,1,0,121,9,84,31,53,28,42,52,32,20,7,7,7,3,4,0.33,8,8,8,4,0,4,0,1,4
ConfEntryInfo.java,1,1,1,1,3,0,3,0,1,0,0,6,6,6,3,6,0,0,0,6,56,9,30,16,7,17,14,21,14,7,1,1,1,1,0,0.57,6,6,6,6,0,2,0,0,2
ConfigBuilder.java,1,1,1,1,9,0,4,5,1,0,0,4,4,4,1,4,0,0,0,4,74,8,25,9,9,41,11,17,9,8,2,2,2,1,1,1.64,5,5,5,4,0,1,0,0,3
ConfigExtractor.java,2,2,2,1,13,0,7,5,1,1,1,53,53,52,1,53,49,4,0,0,792,60,432,122,250,300,195,304,124,180,10,10,10,3,3,0.69,106,106,115,55,59,1,0,0,5
ConfigMerger.java,14,14,15,1,92,0,79,13,2,0,1,6,6,6,0,6,3,3,0,0,608,11,493,73,336,104,169,268,74,194,67,67,67,1,3,0.21,89,89,93,6,35,1,0,0,5
ConfigOption.java,1,1,1,1,6,0,4,2,1,0,24,3,3,3,2,3,3,0,0,0,159,33,87,55,74,39,33,37,32,5,1,1,1,1,0,0.45,3,3,3,3,9,1,0,0,5
Configurable.java,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,34,5,9,8,0,20,5,6,6,0,0,0,0,0,0,2.22,0,0,0,0,0,1,0,0,5
Configuration.java,2,2,2,1,14,0,9,5,17,15,13,160,160,147,33,162,25,19,3,115,2951,228,1674,548,984,1063,778,1197,513,684,33,33,37,14,5,0.64,381,379,409,238,213,1,21,21,95
ConfigurationProvider.java,1,1,1,1,3,0,3,0,1,0,0,2,5,5,0,5,0,0,0,5,68,9,23,18,2,36,12,15,13,2,1,1,1,1,0,1.57,2,2,2,2,0,3,0,0,1
ConfigurationProviderFactory.java,2,2,2,1,24,0,18,6,1,1,0,1,1,0,0,1,0,0,0,1,59,3,30,15,13,26,11,14,10,4,2,2,2,1,1,0.87,2,2,2,1,0,2,0,0,1
ConfigurationUtils.java,4,4,4,2,21,0,15,5,1,5,0,5,5,0,0,5,0,1,0,4,159,13,95,36,51,51,53,77,40,37,11,11,14,6,4,0.54,21,21,24,10,2,3,1,0,3
Configured.java,1,1,1,1,3,0,3,0,1,0,0,4,4,4,1,4,0,0,0,4,53,9,22,13,4,22,8,13,9,4,1,1,1,1,0,1,4,4,4,4,0,1,0,0,6
ConfiguredFailoverProxyProvider.java,2,2,2,1,13,1,10,1,2,0,1,7,7,7,7,7,0,0,0,7,176,22,115,57,53,39,56,75,47,28,4,4,5,1,3,0.34,15,15,16,7,0,7,0,3,7
ConfiguredRMFailoverProxyProvider.java,1,1,1,1,9,0,8,0,1,0,1,6,6,6,6,6,0,1,0,5,122,14,87,44,39,21,47,59,35,24,3,3,3,1,2,0.24,10,10,10,6,0,2,0,1,2
ConfiguredYarnAuthorizer.java,1,1,1,1,6,0,6,0,1,0,0,6,6,6,2,6,0,0,0,6,97,13,62,35,23,22,27,38,25,13,5,5,6,3,2,0.35,10,10,11,8,97,1,0,2,1
ConfigUtil.java,1.333333333,1.333333333,1.333333333,1,60.66666667,0.333333333,57.33333333,2.333333333,1,5,0,5,5,0,0,5,1.333333333,0.333333333,0,3.333333333,240.6666667,9.666666667,194,16.33333333,171,37,17.66666667,24.66666667,14.33333333,10.33333333,2,2,2,1,0.666666667,0.69,6.666666667,6.666666667,6.666666667,5,6,1,2,0,28
ConfInfo.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,2,4,0,0,0,4,63,12,34,21,8,17,19,26,20,6,2,2,2,1,1,0.5,5,5,5,4,0,4,0,0,4
ConfServlet.java,2,2,2,1,13,1,10,1,2,1,5,4,4,3,0,4,1,1,0,2,106,15,64,30,32,27,31,44,24,20,6,6,6,1,1,0.42,11,11,11,4,0,1,2,3,9
ConnectionConfigurator.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,36,5,6,5,0,25,4,5,5,0,0,0,0,0,0,4.17,0,0,0,0,0,1,0,0,1
ConnectTimeoutException.java,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,37,4,12,9,2,21,6,8,7,1,1,1,1,1,0,1.75,1,1,1,1,0,1,1,0,1
